问题,答案
问题:当变更加工对象时，需要更换哪些部件？,答案:当变更加工对象时，需要同时更换相应的主轴模板和圆盘5。
问题:钻模板如何防止下垂？,答案:为了防止钻模板下垂，采用四根导杆连接在主轴箱体的侧面上，并且弹簧IO的力抵消也选取得大些，使钻模板在工作时有较好的稳定性。
问题:卧式活动钻模板如何更换刀具？,答案:更换刀具时，可以将钻模板与机床夹具定好位后拔出弹簧销4，并使钻模板支承在机床夹具的可调支承钉9上。]
问题:卧式活动钻模板的特点是什么？,答案:卧式活动钻模板的特点是可以在远离工件端壁的凸耳上钻孔，且使用方便，更换刀具时可以将钻模板与机床夹具定好位后拔出弹簧销，并使钻模板支承在机床夹具的可调支承钉上。
问题:卧式活动钻模板如何更换圆盘？,答案:为了在经常更换圆盘时，不致损坏模板体上的螺纹孔，在模板体上装有钢制螺纹套3。更换刀具时，可以将钻模板与机床夹具定好位后拔出弹簧销，并使钻模板支承在机床夹具的可调支承钉上，然后更换圆盘即可。
问题:图3-190所示的活动钻模板的特点是什么？,答案:活动钻模板直接与工件定位，即利用三个定位销2所组成的定位圆周和三个支承块3所组成的定位平面直接同工件的止口和端面定位，这个止口和端面是在前一个工位上已经加工出来的，这样便可以保证钻孔同止口的位置精度要求。
问题:钻模板借助什么与主轴箱牢固地连接起来？,答案:钻模板借助一根大直径导杆1并用螺钉和销钉同主轴箱牢固地连接起来。
问题:图3-191所示的活动钻模板如何定位？,答案:钻模板以星形定位盘1与工件止口直接定位，而以三个支承块2支承在工件的端面上。
问题:图3-192所示的活动钻模板如何进行冷却？,答案:钻模板以星形定位盘2直接与工件1的内孔定位。钻模体3上具有冷却液通道，冷却液由接头13进入，经八个铜管6流出对钻头进行冷却。
问题:如何将钻模板紧固在机床夹具的凸台上？,答案:借助螺杆4旋转手轮5可以将钻模板紧固在机床夹具的凸台7上。
问题:刚性钻模板与主轴箱之间是如何连接的？,答案:刚性钻模板与主轴箱之间是刚性连接的。
问题:在加工过程中，刀尖与导套端面之间的距离为什么是固定不变的？,答案:由于刚性钻模板与主轴箱之间是刚性连接的，工作时相互间没有相对移动，因此刀尖与导套端面之间的距离 l 在加工过程中是固定不变的。
问题:当加工的孔较深时，为什么需要较大的距离 l？,答案:当加工的孔较深时，需要较大的距离 l 以保证加工完毕后导套与工件端面之间仍保持有一定的距离。
问题:刚性钻模板与夹具或工件之间是否有定位关系？,答案:刚性钻模板与夹具或工件之间没有定位关系。
问题:在什么情况下，采用刚性钻模板可以保证被加工孔与工件定位基准之间的位置精度？,答案:在加工孔的深度不大（孔深与孔径之比通常不超过2.5）和钻模板刚性较好的情况下，采用刚性钻模板通常能够保证被加工孔与工件定位基准之间的位置精度为土 0.20 ～士 0.35 毫米。
问题:刚性钻模板的优点是什么？,答案:刚性钻模板的优点是结构简单。
问题:刚性钻模板通常在什么情况下采用？,答案:刚性钻模板通常在结构受到限制和精度要求不高的情况下才可采用。
问题:什么是活动钻模板的共同之处？,答案:活动钻模板都是和主轴箱相连接的，加工完毕后，主轴箱退同，钻模板便同主轴箱一起退离机床夹具。
问题:特殊结构的活动钻模板用于加工工件的哪个部位？,答案:特殊结构的活动钻模板通常用于加工工件内壁上的孔。
问题:为什么特殊结构的活动钻模板不与主轴箱相连接？,答案:特殊结构的活动钻模板不与主轴箱相连接，而是直接支承在夹具的支架或上盖上，以避免在机床夹具的固定钻模板上留有大窗口，削弱其刚性。
问题:活动钻模板如何与固定钻模板连接？,答案:活动钻模板借助轴7和菱形销6连接在固定钻模板上。
问题:拉力弹簧在活动钻模板中的作用是什么？,答案:拉力弹簧将活动钻模板拉回到原位，以便顺利地装卸工件。当动力头向前引进时，活动钻模板被推动前移，直至轴7上的螺母9承靠在固定钻模板上套8的端面上时，活动钻模板便停止移动。
问题:活动钻模板的工作行程可以达到多少毫米？,答案:活动钻模板的工作行程可以达到105毫米。
问题:为什么使用了加长的弯头螺栓1？,答案:为了能够装上较长的弹簧，因此使用了加长的弯头螺栓1。
问题:三个拉力弹簧的拉力之和需要克服哪些摩擦力？,答案:三个拉力弹簧的拉力之和应能克服轴7和菱形销6上的摩擦力（还应考虑别劲等因素）。
问题:活动钻模板在原始位置时，是由什么拉住而处于上端的？,答案:活动钻模板在原始位置时，是由拉力弹簧拉着而处于上端的。
问题:活动钻模板上所用的导向、定位和支承元件是否已经通用化了？,答案:活动钻模板上所用的导向、定位和支承元件，有些已经通用化了。
问题:什么是定位销和支承块的用途？,答案:定位销和支承块用于使活动钻模板同夹具定位。
问题:通用定位销有哪些尺寸和配合要求？,答案:通用定位销的直径有25毫米和30毫米两种，它与定位套的配合为J?o。
问题:在立式钻模板上使用定位销时，为什么定位销通常应设置在下部而定位套应设置在上部？,答案:在立式钻模板上使用定位销时，定位销通常应设置在下部而定位套应设置在上部，目的是防止切屑落入定位套中。
问题:如何保证钻模板定位支承面的共面性？,答案:同一台机床上使用的支承块，应在一次安装下同时磨出，以保证钻模板定位支承面的共面性。
问题:支承块在磁力工作台上磨削后需要进行什么处理？,答案:支承块在磁力工作台上磨削后需经退磁处理，以免机床工作时由于定位支承面上吸附铁屑而影响钻模板的定位精度。
问题:通用导杆通常适用于哪种机床的活动钻模板？,答案:通用导杆通常只适用于立式机床的活动钻模板。
问题:通用导杆的直径是多少？,答案:通用导杆的直径为40毫米。
问题:如何固定钻模板在通用导杆上？,答案:钻模板借助弹簧销3固定在导杆的下端，导杆的上端则穿过主轴箱体上的孔。
问题:通用导杆的长度如何确定？,答案:通用导杆的长度可按实际结构的需要而定。
问题:如何选取相应长度的压力弹簧？,答案:根据钻模板至主轴箱端面的距离和钻模板的工作行程来选取相应长度的压力弹簧。
问题:在立式机床上，当钻模板的重量超过多少公斤时，导杆上可以不装弹簧和垫圈？,答案:在立式机床上，当钻模板的重量超过80公斤时，导杆上可以不装弹簧和垫圈。
问题:什么是弹簧销，如何使用它来卸下钻模板？,答案:弹簧销用于将活动钻模板固定在导杆的端部。在更换刀具时，需要拔出弹簧销并将其旋转 90°，以便快速从主轴箱上卸下钻模板。
问题:通用弹簧销有哪些规格，如何选择？,答案:通用弹簧销具有两种规格，应根据钻模板的外廓尺寸和结构部位选用。对于外廓尺寸较小的活动钻模板，通常可以支撑在主轴箱的前盖上。此时，使用夹紧套将导杆或导杆支承套紧固在主轴箱前盖的凸台上。
问题:何时需要使用专用导杆？,答案:对于不同使用条件下的活动钻模板，可能需要采用不同结构形式的导杆。此时，通用导杆往往不能满足其他使用条件，因此需要采用专用导杆。
问题:表 3-36 列出了哪些内容？,答案:表 3-36 列出了组合机床活动钻模板常用导杆的结构形式及其与主轴箱的连接方式。表中的钻模板位置均为动力头工作行程终了弹簧被压缩时的状态。
问题:型活动钻模板适用于哪种类型的机床，如何选择导杆？,答案:型活动钻模板通常适用于立式机床，并且已有通用零件可直接选用直径为 40 毫米的导杆。在立式机床上使用时，钻模板至主轴箱之间的距离不受限制，可按实际结构需要而定。在卧式机床上，为了保证钻模板的支承刚性并防止其下垂，通常选用直径较大的导杆。
问题:什么是导杆，它们的直径有哪些选择？,答案:导杆是用于支撑和导向钻模板或攻丝模板的部件，通常有40毫米、50毫米和60毫米三种直径可供选择。
问题:导杆的滑动面通常采用什么方式进行润滑？,答案:导杆的滑动面通常采用油杯进行润滑。
问题:卧式钻模板导杆的悬伸长度一般不超过多少毫米？,答案:卧式钻模板导杆的悬伸长度通常不超过600毫米。
问题:导杆的数量一般为多少根？,答案:导杆的数量一般取2~4根。
问题:直径为30毫米的导杆通常用于哪种钻模板？,答案:直径为30毫米的导杆一般仅用于立式钻模板。
问题:什么是活动钻模板，它在机床工作过程中的作用是什么？,答案:活动钻模板是刀具导向装置在特定条件下的一种结构形式，它在机床工作过程中要同时与刀具、夹具以及主轴箱发生联系，力求以最完善的结构形式满足机床的具体工作要求。
问题:设计活动钻模板时应注意哪些？,答案:设计活动钻模板时，必须认真分析被加工零件的工艺特征、精度要求、机床的布局型式以及各相关部件之间的运动关系，同时要保证加工孔的位置精度要求，这项精度与钻模板的结构形式有着密切的联系。
