问题,答案
问题:如何检测速度控制单元直流母线上的滤波电容器 C1 ~ C3 是否有短路现象？,答案:可以参照图 5 – 12 主回路原理图，用万用表检测。
问题:如何检测速度控制单元逆变晶体管模块 TM1 ~ TM4 是否有短路现象？,答案:可以参照图 5 – 12 主回路原理图，用万用表检测。
问题:什么是熔断器 NBF1、NBF2 不良？,答案:熔断器 NBF1、NBF2 不良指的是这两个熔断器存在故障或损坏。
问题:HVAL 报警代表什么？,答案:HVAL 报警代表速度控制单元过电压报警，当指示灯亮时代表输入交流电压过高或直流母线过电压。
问题:故障可能的原因有哪些？,答案:故障可能的原因包括输入交流电压过高、直流母线的直流电压过高、加减速时间设定不合理、机械传动系统负载过重以及 HCAL 报警。
问题:如何检查输入交流电压？,答案:应检查伺服变压器的输入、输出电压，必要时调节变压器变比，使输入电压在相应的允许范围。
问题:如何检查直流母线的直流电压？,答案:应检查直流母线上的斩波管 Q1、制动电阻 DCR 以及外部制动电阻是否损坏。
问题:如何检查加减速时间设定是否合理？,答案:若故障在加减速时发生，应检查系统机床参数中的加减速时间设定是否合理。
问题:如何检查机械传动系统的负载？,答案:应检查机械传动系统的负载、惯量是否太高，以及机械摩擦阻力是否正常。
问题:HCAL 报警指示了什么？,答案:HCAL 报警为速度控制单元过电流报警，指示灯亮表示速度控制单元存在过电流。
问题:导致 HCAL 报警的原因有哪些？,答案:导致 HCAL 报警的原因包括主回路逆变晶体管 TM1 ~ TM4 模块不良以及电动机不良，如电枢线间短路或电枢对地短路。
问题:什么情况下会导致过电流故障？,答案:过电流故障可能是由于逆变晶体管的直流输出端存在短路或对地短路，或者是速度控制单元不良引起的。
问题:如何判别过电流故障的原因？,答案:维修时可以先取下伺服电动机的电源线，将速度控制单元的设定端子 S23 短接，取消 TGLS 报警，然后开机试验。若故障消失，则证明过电流是由于外部原因电动机或电动机电源线的连接引起的，应重点检查电动机与电动机电源线。若故障保持，则证明过电流故障在速度控制单元内部，应重点检查逆变晶体管 TM1 ~ TM4 模块。
问题:什么是 OVC 报警？,答案:OVC 为速度控制单元过载报警，指示灯亮表示速度控制单元发生了过载。
问题:OVC 报警的原因是什么？,答案:OVC 报警的原因可能与 SCR 速度控制单元相同，参见前述。
问题:什么是 LVAL 报警？,答案:LVAL 为速度控制单元电压过低报警，指示灯亮表示速度控制单元的各种控制电压过低。
问题:发生 DCAL 报警时应如何处理？,答案:在电源接通的瞬间就发生 DCAL 报警时，不可以频繁进行电源的通、断，否则易引起制动电阻的损坏。
问题:VRDY不亮可能的原因有哪些？,答案:VRDY不亮的原因主要有：速度控制单元有报警，速度控制单元辅助控制电压不正常，速度控制单元AC100V输入电压不正确，速度控制单元的主接触器MCC故障，速度控制单元与主权问的连接不良，系统未准备好，系统的“急停”信号生效。
问题:VRDY开机时就亮代表什么？,答案:VRDY开机时就亮代表在正常情况下，当接通系统电源，首先CNC向速度控制单元发出“位置环准备好”信号，速度控制单元上的PRDY灯亮。
问题:什么是 VRDY 灯？当 CNC 通电时，VRDY 灯表示什么？,答案:VRDY 灯是速度控制单元上的一个指示灯，当 CNC 通电时，VRDY 灯亮起表示速度控制单元已经准备好并已向 CNC 发出“速度控制单元准备好”信号。
问题:当系统“急停”按钮断开时，若速度控制单元的 PRDY 指示灯亮起，表明什么？,答案:当系统“急停”按钮断开时，若速度控制单元的 PRDY 指示灯亮起，表明系统“PRDY”信号故障，可能是主板不良或 PRDY 信号连接错误。
问题:当系统“急停”按钮断开时，若速度控制单元的 PRDY 指示灯不亮，表明什么？,答案:当系统“急停”按钮断开时，若速度控制单元的 PRDY 指示灯不亮，表明系统“PRDY”信号正常，故障在速度控制单元的 VRDY 信号上。
问题:如果取下速度控制单元的 CN2 插头并接通电源，若故障没有改变，表明什么？,答案:如果取下速度控制单元的 CN2 插头并接通电源，若故障没有改变，表明速度控制单元不良。
问题:如何检查速度控制单元与主板间的 VRDY 信号连接问题？,答案:取下速度控制单元的 CN2 插头，接通电源，若故障消失，则表明其原因是速度控制单元与主板间的 VRDY 信号连接不正确、主板不良、速度控制单元不良或 MCC 接触器触点不良。
问题:常见的 FANUC 直流伺服驱动器与 FANUC 数控系统配套使用的系列有哪些？,答案:FANUC 直流伺服驱动一般与 FANUC 3、5、7、6 等系列数控系统配套使用。
问题:当伺服驱动器故障时，CNC 上会显示哪些报警号？,答案:当伺服驱动器故障时，CNC 上将显示相应的报警号，这些报警在 FS6 上为 400 ~ 500 号报警。
问题:FANUC6 ALM400 和 ALM402 报警分别代表什么含义？,答案:FANUC6 ALM400 报警的含义是“基本轴驱动器XY、Z 轴过载”，ALM402 报警的含义是“附加轴第 4、5 轴驱动器过载”。
问题:什么是 CRT 显示的过载报警？,答案:CRT 显示的过载报警可能由哪些原因引起？
问题:什么情况下可能引起再生放电单元过热？,答案:再生放电单元的表面金属板温度应达到80~90℃，可能是电动机的起/制动或加/减速太频繁引起的故障。
问题:如何判断再生放电单元是否过热？,答案:如果金属底板表面的温度只有50~60℃，则说明再生放电单元未过热，而是热敏电阻不良，应更换热敏电阻。
问题:速度控制单元的VRDY断开报警ALM40、403应该参阅哪个部分进行故障说明？,答案:参见速度控制单元硬件报警“VRDY灯不亮”的故障说明。
问题:速度控制单元的VRDY错误接通报警ALM404应该参阅哪个部分进行故障说明？,答案:参见速度控制单元硬件报警“VRDY灯开机就亮”的故障说明。
问题:通过哪些诊断参数可以对伺服驱动器的故障信号进行进一步维修显示？,答案:通过CNC的诊断参数DGN707、709、713、714、715、719等，可以对伺服驱动器的故障信号进行进一步维修显示。
问题:直流伺服电动机故障诊断与维修,答案:直流伺服电动机的故障诊断
问题:电动机过热可能的原因是什么？,答案:A. 电动机负载过大
问题:电动机在运行过程中出现异常高温，可能的原因有哪些？,答案:答案：由于切削液和电刷灰引起换向器绝缘不正常或内部短路；由于电枢电流大于磁钢去磁最大允许电流，造成磁钢发生去磁；对于带有制动器的电动机，可能是制动线圈断线、制动器未松开、制动摩擦片间隙调整不当而造成制动器不释放；电动机温度检测开关不良。
问题:电动机旋转时有大的冲击，通常是什么原因引起的？,答案:答案：通常是由于电枢或测速发电机极性相反引起的。
问题:电动机旋转时出现大的冲击，可能的原因还有哪些？,答案:答案：若冲击在运动过程中出现，可能的原因有：测速发电机输出电压突变；测速发电机输出电压的纹波太大；电枢绕组不良或内部短路、对地短路等；脉冲编码器不良。
问题:低速加工时工件表面有大的振纹，从电动机方面看可能是什么原因引起的？,答案:答案：速度环增益设定不当。
问题:什么是直流伺服电动机噪声的可能原因？,答案:直流伺服电动机噪声的可能原因包括换向器接触面的粗糙或换向器损坏、电动机轴向间隙太大、切削液等进入电刷槽中引起换向器的局部短路。
问题:在运转、停车或变速时有振动现象，可能的原因有哪些？,答案:造成直流伺服电动机转动不稳、振动的可能原因包括脉冲编码器不良、电枢绕组不良、绕组内部短路或对地短路。
