questions,answers
如果在程序编辑改写存储器时电源变为 OFF，会出现什么报警？如何解决？,会出现报警 101，请同时按下 [PROG] 和 [RESET] 键，删除编辑中的程序和报警，然后再重新登录编辑中的程序。
如果 GO8 后的 P 值不是 0、1 或没有指令，会出现什么报警？,会出现 FORMAT ERROR IN GOS(M series) 的报警。
当固定小数点显示的数据的绝对值超过了允许范围，会出现什么报警？如何解决？,会出现 DATA OVERFLOW 的报警，需要修正程序。
当宏程序功能的宏程序命令的运算结果超出允许范围时，会出现什么报警？如何解决？,会出现 CALCULATED DATA OVERFLOW 的报警，需要修正宏程序的计算过程，确保运算结果在允许范围内。
当出现什么情况时，需要修正程序？,除数为“0”（包括tan90'）时，需要修正程序。
当出现什么情况时，需要修正程序？,指定了宏程序不能使用的功能时，需要修正程序。
当出现什么情况时，需要修正程序？,在＜公式＞以外的格式中有误时，需要修正程序。
当出现什么情况时，需要修正程序？,在用户宏程序中指定了没有定义的值作为变量号时，需要修正程序。
当出现什么情况时，需要修正程序？,在赋值语句的左侧为禁止输入的变量时，需要修正程序。
当出现什么情况时，需要修正程序？,当括号的嵌套数超过了上限值（5重）时，需要修正程序。
当出现什么情况时，需要修正程序？,当SQRT的自变量为负值或BCD的自变量为负值、BIN自变量的各位为0~9以外的值时，需要修正程序。
当出现什么情况时，需要修正程序？,当宏程序模态调出，指定为4重时，需要修正程序。
当出现什么情况时，需要修正程序？,在DNC运转中，使用宏程序控制指令时，需要修正程序。
124 错误表示什么，应如何修正？,缺少结束语句。在程序末尾添加 00.END 以进行 1:1 对应。
125 错误表示什么，应如何修正？,在宏程序中，＜公式＞的格式有误。检查并修正宏程序中的公式格式。
126 错误表示什么，应如何修正？,在 DOn 循环中，循环编号 l?n?3 未满足。检查循环编号并进行修正。
127 错误表示什么，应如何修正？,NC 指令与宏程序指令混用。将 NC 指令和宏程序指令分开使用，避免混淆。
128 错误表示什么，应如何修正？,在转移命令中，转移点的顺序号不是 0-9999 或未找到转移点的顺序号。检查并修正转移命令中的顺序号。
129 错误表示什么，应如何修正？,指令了＜自变量＞中不允许的地址。检查并修正指令中的地址，确保使用允许的地址。
130 错误表示什么，应如何修正？,PMC 对 CNC 控制轴给出了轴控制指令，反之，CNC 对 PMC 控制的轴给出了轴控制指令。修改程序，确保轴控制指令正确分配给对应的系统。
131 错误表示什么，应如何修正？,外部报警信息中发生了 5 个以上的报警。检查并解决外部报警，确保不超过 5 个报警。
当外部报警信息全清时，出现报警号132表示什么问题？,外部报警信息全清时，没有对应的报警号。需要检查PMC梯形图。
报警号133表示什么问题？,未提供报警号133的相关信息。
报警号135表示什么问题？,在外部报警信息或外部操作信息中，小分区数据有错误。需要检查PMC梯形图。
报警号136表示什么问题？,与主轴分度地址C、H同一程序段指令了其他轴的移动指令。需要修改程序。
当分度工作台定位角度指令了非最小角度的整数倍的值时，会出现什么报警？,出现报警号ILLEGAL ANGLE CDMMAND (M series)。
在什么情况下会提示“主轴一次也没有定向，就进行了主轴分度”？,进行主轴分度前，主轴没有进行定向。
在分度工作台分度功能中，与B轴同时指令了其他轴会出现什么报警？,出现报警号Ill.EGAL AXIS CDMMAND (M series)。
在有关主轴分度的M代码的程序段指令了其他轴移动指令会出现什么报警？,出现报警号M - CODE&MOVE CMD IN SAME BLK(T series)。
在 PMC 轴控制中出现了什么问题？需要如何解决？,轴选择被指令了。需要修改程序。
在刀具补偿方式中出现了什么问题？需要如何解决？,指令了 GSl （比例缩放有效）。需要修改程序。
指令的比例缩放倍率值出现了什么问题？如何修正？,"指令的比例缩放倍率值在 1-999999 之外。需要修正比例缩放倍率值 (G51 Pp…；或参数 5411,5421)。"
比例缩放的结果、移动量、坐标值、圆弧半径等出现了什么问题？如何解决？,比例缩放的结果、移动量、坐标值、圆弧半径等超过了最大指令值。需要参照操作说明书附录［指令范围一览表］修改程序或比例缩放倍率。
坐标旋转平面与圆弧或刀具补偿 C 平面出现了什么问题？如何解决？,坐标旋转平面与圆弧或刀具补偿 C 平面不一致。需要修改程序。
极坐标插补开始或取消的条件出现了什么问题？如何解决？,极坐标插补开始或取消的条件不正确。需要在非 G40 方式指令了 O OR酗ATE IN TERPOLATION (T G12.1/G13.1)。
什么是错误代码 146，如何解决？,错误代码 146 表示平面选择错误，可以通过修改参数 5460 和 5461 来解决。
错误代码 148 是什么，如何解决？,错误代码 148 表示在极坐标插补方式中使用了不能指令的 G 代码，可以通过按操作说明书修改程序来解决。
错误代码 149 是什么，如何解决？,错误代码 149 表示自动拐角倍率的减速比超过判定了角度允许设定值的范围，可以通过修改参数 1710-1714 的设定值来解决。
错误代码 151 是什么，如何解决？,错误代码 151 表示在扩展刀具寿命管理的寿命记数器的设定中，指令了 Ql 心2 、 Pl 、 P2 以外形式，需要按照正确形式进行设定。
错误代码 152 是什么，如何解决？,错误代码 152 表示刀具组号超出允许的最大值，需要修改程序或参数设定值。
错误代码 153 是什么，如何解决？,错误代码 153 表示在刀具寿命数据登录时，在应指定 T 代码的程序段没有指定 T 代码，需要在程序段中指定 T 代码。
当没有指令刀具组时，却指令了 H99 或 D99，会出现什么错误？,   修改程序
在加工程序中，如果 M06 程序段的 T 代码与现在使用的组不对应，会出现什么错误？,   修改程序
如果在加工程序中指令了 TAA88 ，而组号 AA 与使用中刀具所属组号不一致，会出现什么错误？,   修改程序
如果在设定刀具组的程序的开头时，没有指令 P/L，会出现什么错误？,   修改程序
如果设定的刀具组数超过 J ，允许的最大值，会出现什么错误？,   修改程序
如果设定的寿命值太大，会出现什么错误？,   修改设定值
在执行设定程序时，如果电源断了，会出现什么错误？,   工具数据设置不完整
哪些 G 代码在圆柱插补方式中不可用？,在圆柱插补方式中，不可用的 G 代码包括定位（G28、G81-G89 等，含作出的快速进给循环）；＠坐标设定（G50、G52）；＠坐标系的选择（G53-G59）。
恒定线速度切削控制中，轴指定错误时应如何操作？,恒定线速度切削控制中，轴指定错误时需要修改程序，根据参数 3770 的设定指定正确的 P 轴。
串行主轴同步控制方式中，出现了哪些错误？,串行主轴同步控制方式中，可能出现的错误包括指令了轮廓控制方式或者主轴定位（Cs 轴控制）和刚性攻丝方式的指令，以及切换为轮廓控制方式或 Cs 轴控制和刚性攻丝方式，和主轴控制方式（主轴转速控制）时，不能正常完成。
PIS 报警是什么意思？,当状态继续运行会有危险时，作为 PIS 报警。
MACROWORDU邓EFINED 报警表示什么？,表示使用了未定义的宏语句，需要修改用户宏程序。
ILLEGALS OODE OOMMAND 报警表示什么？,表示刚性攻丝中的 S 值超出允许范围，或没有指令，需要修改程序。
FEEDRATE  N俏、 FOUND IN  RIGID TAP 报警表示什么？,表示刚性攻丝中没有指令 F，需要修改程序。
POSITION LSI  OV颐LOW 报警表示什么？,表示刚性攻丝中主轴分配值过大，是系统错误。
PR妇. M MISS AT  RIGID TAPPING 报警表示什么？,表示刚性攻丝中 M 代码 (M29) 或 S 指令位置不对，需要修改程序。
ILLEGAL AXIS OPERATION 报警表示什么？,表示非法轴操作。
RIGID MODE DI SIGNAL OFF 报警表示什么？,表示刚性攻丝中在刚性攻丝 M 代码 (M29) 和 M 系的 G84 或 G74(T 系的 G84 或 G88) 的程序段间，指令了轴移动。
刚性攻丝中，DI信号没有成为ON状态，应如何排查原因？,从PMC梯形图查DI信号不为ON的原因
刚性攻丝方式中，指令了平面切换，应如何处理？,修改程序
在程序运行中执行了M198或M199，应如何处理？,修改程序
选择了高速跳步时，在每转指令中指令了G31，应如何处理？,修改程序
在含有附加轴的平面中，指令了任意角度倒角、拐角R，应如何处理？,修改程序
在z-x平面以外指令了图纸尺寸直接输入，应如何处理？,修改程序
在同步（简易同步控制）运行中，发生异常，应如何处理？,修改程序
同步控制中执行了哪些操作会导致 ILLEGAL COMMAND IN SYNCHR MODE 错误？,答：在同步控制中执行了坐标系设定或位移型刀具补偿。
如果在 G51.2/G251 系列程序段中指令了 PIQ 或指令值不在允许范围内，会发生什么错误？,答：会发生 NITT FDUND P/Q COMMAND IN G251 (T series) 错误，需要修改程序。
如果在 G51.2/G251 的程序段中指令了 G250/G251，会发生什么错误？,答：会发生 ILLEGAL COMMAND IN SYNCHR MODE (T series) 错误，需要修改程序。
如果在同步运行中 NC 程序或 PMC 轴控制接口给同步轴指定了移动指令，会发生什么错误？,答：会发生 ILLEGAL COMMAND IN SYNCHR MODE (T series) 错误，需要修改程序。
