questions,answers
例1当PLC停止灯亮且PC不能工作时，可能是什么问题的原因？,系统开机后，PLC停止灯亮且PC不能工作的原因可能是输出模板全部无信号输出。
例2在检查6ES5925KAC时发现哪个芯片不能传输信号？,在检查6ES5925KAC时发现“34”号芯片（741S244）不能传输信号。
例3当主轴不能夹紧时，如何使用PG编程器检查PLC程序？,当主轴不能夹紧时，可以通过PG编程器查PLC程序，发现输出Q17.1的条件满足，逻辑结果已为“1”，但在下面的段中Q17.1条件仍满足但其逻辑结果不能为“1”。
例4当NC运行“M08”（夹紧功能）时，相应PLC标志F2260是否执行？,当NC运行“M08”（夹紧功能）时，相应PLC标志F2260已执行。
例5在“X”轴加入使能信号运行后，NC服务数据（跟随误差）非常大，可能是什么原因造成的？,“X”轴加入使能信号运行后，NC服务数据（跟随误差）非常大，可能是因为驱动装置的调节模板出现故障。
问题1进给轴执行机构的问题会导致什么后果？,答案1进给轴执行机构的问题同样可造成NC位置环较大的跟随误差，需根据具体情况做出判断。
问题2加工中心配有的“瑞尼绍”测量工件不能正常工作，可能是什么原因导致的？,答案2NC机床数据中的 TE461.6 测量工件选件未设置，重新设置后，测量工件功能工作正常。
问题3工件在圆弧插补后出现走刀过度痕迹，可能是什么原因导致的？,答案3工作台未从静压导轨上浮起，导致“X”轴有爬行动作。检查液压发现工作台支路有泄漏环节，调整泄漏环节后，工作台可浮起且轴爬行消失。
问题4使用千分表测量工件定位后仍移动10μm的距离，可能是什么原因导致的？,答案4光栅尺测量部分油污染严重，对其进行清洗后，该故障消除。
例13中NC“MOTION”灯不灭且轴停止的原因是什么？如何解决这个问题？,进给轴返回参考点不能到位，轴“MOTION”灯灭且能显示轴达到参考点标志，这说明什么？
例17中出现的报警是什么意思？如何判断问题可能出在位置控制回路上？,“141”报警表示位置控制回路有问题。通过无进给地移动（直流驱动装置未通电）的现象，可以初步判断问题在位置控制回路上。
在例17中，如何检查和确认地址设置错误？,拨出输出字节QBB所在的输出板检查地址跨接线，确认地址设置错误。
例18中的数控镜铣床出现了什么报警，根据哪些现象可以初步判断问题出在实际值存储器？,数控镜铣床出现了“101”或“121”报警。根据NC启动后未接通液压及直流驱动电源，但显示上实际值变化很快并出现报警的现象，可以初步判断问题出在实际值存储器。
在例18中，如何更换正常的CPU板MSI01？,首先需要断开电源，然后将故障的CPU板MSI01拔出，插入新的CPU板MSI01，最后重新接通电源。
例19中的故障是什么现象？如何造成数控系统无法启动？,故障现象是操作面板屏幕偶尔无显示，从而造成数控系统无法启动。无显示可能是因为MS401板存在问题。
[什么导致了5VDC工作电压的缺失？,内部无5VDC工作电压的原因是窗口电压极限（对整流后5V电压的监控）范围过窄。
如何调整基准值5V的中心值？,通过R87电位计调节基准值5V的中心值。
更换哪些电阻可以扩大整流后电压的极限范围？,更换电阻Rg与Rg后，范围可以扩大。
在维修过程中需要注意哪些问题？,在维修过程中需要注意以下几个
[西门子810/820是什么？,西门子810/820是西门子推出的适应普通车、铣、磨床控制的集CNC、PLC于一体的安全可靠的经济型控制系统，可完成对刀具转造及外围设备的监控。
西门子810与820的区别是什么？,与820的区别在于显示器、系统电源和NC键盘的不同。810显示器为9in单色，系统电源为24VDC，NC键盘是复合键；820显示器为12in单色或彩色，系统电源为220VAC，50/60Hz，NC键盘是单键符键。其他硬件、软件部分完全一致。
西门子810/820 NC系统可控轴最多配置为多少个？,西门子810/820 NC系统可控轴最多配置为6个，其中主轴最多为2个。
西门子810/820 PLC系统采用什么语言编程？,西门子810/820 PLC系统采用STEP5语言编程，指令丰富，OB、PB、SB、FB块为结构化编程提供很好的条件。
西门子810/820系统由哪些硬件组成？,西门子810/820系统由电源、显示器、CPU板、MEM/EPROM/RAM板、接口板、视屏板、位控板、机箱等硬件组成。
数控维修的一般方法是否适用于810/820系统所控制的数控机床？,数控维修的一般方法同样适用于810/820系统所控制的数控机床，但是在维修中需要注意到这个系统的一些特点。
/820系统硬件的特点是什么？,/820系统硬件的特点是模块少、整体结构简单，并且对用户而言无须调整，也无可调整。
为什么810/820系统硬件故障率很低？,/820系统硬件故障率很低，主要是因为硬件软化，采用大规模集成电路和专用集成电路的结果。
如何在现场处理810/820系统硬件故障？,对于现场维修，比较现实的要求是能够根据模块的功能和故障现象，判断查找出发生故障的模块，以事先准备好的备件替换之后，根据情况决定是否需要重新加载数据和进行初始化调整，使系统恢复正常工作。
哪些软件和数据的保护问题很突出？,有些软件和数据（包括PLC用户程序、报警文本、NC与PC机床数据）是机床制造厂或改装设计者编制并经过一系列的调整、优化得到的，是组成每台具体的数控机床系统的关键所在，它们存储于用电池保持的RAM存储器子模块中，清除和修改都很容易，一旦这些内容被改乱或丢失，整台机床就不能正常工作，甚至瘫痪。因此，这类软件和数据的保护问题就很突出。
为了保护软件和数据，可以采取哪些措施？,可以通过编程仪将软件和数据存储于磁盘（光盘）中或穿成纸带备用，并打印出文字硬拷贝以备不时之需。
为什么要有严格的制度来防止无关人员摆弄数控系统？,如果管理不善，软件和数据容易被清除或修改，可能导致机床全面瘫痪。因此，应制定严格的制度，防止无关人员摆弄数控系统，并规定操作人员、编程人员和维修人员的职责范围。
为什么需要知道自己的数控系统软件版本？,不同版本的软件对启动芯片有特定的要求，机床数据的定义、调整方法，甚至工作状态和显示画面的配置也有差异。因此，用户维修人员应了解自己系统的软件版本，以便在需要请专职维修人员处理故障时提供相关信息。
